timestamp,probability
2025-02-26T20:00:05Z,0.08
2025-02-26T21:00:04Z,0.1
2025-02-26T22:00:04Z,0.09
2025-02-26T23:00:04Z,0.08
2025-02-27T00:00:05Z,0.07
2025-02-27T01:00:05Z,0.075
2025-02-27T02:00:05Z,0.065
2025-02-27T03:00:05Z,0.07
2025-02-27T04:00:05Z,0.1
2025-02-27T05:00:04Z,0.1
2025-02-27T06:00:05Z,0.155
2025-02-27T07:00:04Z,0.2
2025-02-27T08:00:05Z,0.16
2025-02-27T09:00:05Z,0.16
2025-02-27T10:00:05Z,0.14
2025-02-27T11:00:04Z,0.22
2025-02-27T12:00:06Z,0.18
2025-02-27T13:00:04Z,0.13
2025-02-27T14:00:05Z,0.105
2025-02-27T15:00:04Z,0.07
2025-02-27T16:00:05Z,0.055
2025-02-27T17:00:04Z,0.0165
2025-02-27T18:00:05Z,0.018
2025-02-27T19:00:05Z,0.017
2025-02-27T20:00:05Z,0.0055
2025-02-27T21:00:05Z,0.004
2025-02-27T22:00:05Z,0.0045
2025-02-27T23:00:05Z,0.0045
2025-02-28T00:00:05Z,0.0045
2025-02-28T01:00:05Z,0.004
2025-02-28T02:00:05Z,0.0025
2025-02-28T03:00:05Z,0.0025
2025-02-28T04:00:05Z,0.0005
2025-02-28T05:00:05Z,0.0005
2025-02-28T06:00:04Z,0.0005
2025-02-28T07:00:05Z,0.0005
