timestamp,probability
2026-03-14T20:00:24Z,0.51
2026-03-14T21:00:32Z,0.52
2026-03-14T22:00:28Z,0.515
2026-03-14T23:00:24Z,0.51
2026-03-15T00:00:33Z,0.515
2026-03-15T01:00:24Z,0.51
2026-03-15T02:00:26Z,0.505
2026-03-15T03:00:32Z,0.51
2026-03-15T04:00:25Z,0.51
2026-03-15T05:00:24Z,0.51
2026-03-15T06:00:29Z,0.505
2026-03-15T07:00:24Z,0.51
2026-03-15T08:00:26Z,0.495
2026-03-15T09:00:31Z,0.515
2026-03-15T10:00:29Z,0.515
2026-03-15T11:00:24Z,0.515
2026-03-15T12:00:32Z,0.505
2026-03-15T13:00:25Z,0.51
2026-03-15T14:00:28Z,0.5
2026-03-15T15:00:32Z,0.5
2026-03-15T16:00:26Z,0.51
2026-03-15T17:00:34Z,0.505
2026-03-15T18:00:32Z,0.52
2026-03-15T19:00:26Z,0.52
2026-03-15T20:00:30Z,0.5
2026-03-15T21:00:31Z,0.52
2026-03-15T22:00:29Z,0.52
2026-03-15T23:00:27Z,0.52
2026-03-16T00:00:47Z,0.515
2026-03-16T01:00:25Z,0.51
2026-03-16T02:00:26Z,0.515
2026-03-16T03:00:28Z,0.5
2026-03-16T04:00:25Z,0.505
2026-03-16T05:00:25Z,0.505
2026-03-16T06:00:40Z,0.515
2026-03-16T07:00:23Z,0.51
2026-03-16T08:00:25Z,0.515
2026-03-16T09:00:26Z,0.52
2026-03-16T10:00:26Z,0.5
2026-03-16T11:00:23Z,0.5
2026-03-16T12:00:25Z,0.51
2026-03-16T13:00:29Z,0.52
2026-03-16T14:00:27Z,0.51
2026-03-16T15:00:27Z,0.5
2026-03-16T16:00:27Z,0.515
2026-03-16T17:00:27Z,0.515
2026-03-16T18:00:27Z,0.515
2026-03-16T19:00:32Z,0.505
2026-03-16T20:00:27Z,0.52
2026-03-16T21:00:31Z,0.52
2026-03-16T22:00:29Z,0.52
2026-03-16T23:00:29Z,0.52
2026-03-17T00:00:31Z,0.52
2026-03-17T01:00:28Z,0.52
2026-03-17T02:00:30Z,0.52
2026-03-17T03:00:29Z,0.52
2026-03-17T04:00:31Z,0.505
2026-03-17T05:00:44Z,0.505
2026-03-17T06:00:29Z,0.505
2026-03-17T07:00:30Z,0.53
2026-03-17T08:00:31Z,0.53
2026-03-17T09:00:30Z,0.53
2026-03-17T10:00:30Z,0.53
2026-03-17T11:00:29Z,0.53
2026-03-17T12:00:33Z,0.505
2026-03-17T13:00:30Z,0.51
2026-03-17T14:00:31Z,0.51
2026-03-17T15:00:34Z,0.53
2026-03-17T16:00:31Z,0.5
2026-03-17T17:00:30Z,0.9995
2026-03-17T18:00:34Z,0.9995
2026-03-17T19:00:33Z,0.9995
