timestamp,probability
2025-02-28T00:00:05Z,0.5
2025-02-28T01:00:05Z,0.5
2025-02-28T02:00:05Z,0.07
2025-02-28T03:00:05Z,0.105
2025-02-28T04:00:05Z,0.315
2025-02-28T05:00:05Z,0.315
2025-02-28T06:00:04Z,0.32
2025-02-28T07:00:05Z,0.32
2025-02-28T08:00:05Z,0.32
2025-02-28T09:00:05Z,0.32
2025-02-28T10:00:05Z,0.32
2025-02-28T11:00:05Z,0.315
2025-02-28T12:00:05Z,0.35
2025-02-28T13:00:05Z,0.355
2025-02-28T14:00:05Z,0.325
2025-02-28T15:00:05Z,0.255
2025-02-28T16:00:05Z,0.285
2025-02-28T17:00:05Z,0.255
2025-02-28T18:00:05Z,0.285
2025-02-28T19:00:05Z,0.02
2025-02-28T20:00:05Z,0.021
2025-02-28T21:00:05Z,0.0175
2025-02-28T22:00:04Z,0.016
2025-02-28T23:00:05Z,0.004
2025-03-01T00:00:05Z,0.0095
2025-03-01T01:00:05Z,0.0085
2025-03-01T02:00:05Z,0.0005
2025-03-01T03:00:05Z,0.005
2025-03-01T04:00:04Z,0.005
