timestamp,probability
2026-03-17T00:00:30Z,0.505
2026-03-17T01:00:27Z,0.505
2026-03-17T02:00:29Z,0.515
2026-03-17T03:00:29Z,0.5
2026-03-17T04:00:31Z,0.5
2026-03-17T05:00:43Z,0.5
2026-03-17T06:00:29Z,0.5
2026-03-17T07:00:29Z,0.5
2026-03-17T08:00:30Z,0.5
2026-03-17T09:00:30Z,0.505
2026-03-17T10:00:29Z,0.465
2026-03-17T11:00:28Z,0.465
2026-03-17T12:00:32Z,0.465
2026-03-17T13:00:29Z,0.49
2026-03-17T14:00:30Z,0.49
2026-03-17T15:00:33Z,0.46
2026-03-17T16:00:31Z,0.505
2026-03-17T17:00:29Z,0.9905
2026-03-17T18:00:32Z,0.9995
2026-03-17T19:00:32Z,0.9995
