timestamp,probability
2026-03-14T22:00:47Z,0.445
2026-03-14T23:00:37Z,0.445
2026-03-15T01:00:37Z,0.44
2026-03-15T02:00:42Z,0.44
2026-03-15T04:00:38Z,0.44
2026-03-15T05:00:39Z,0.44
2026-03-15T06:00:56Z,0.435
2026-03-15T07:00:38Z,0.435
2026-03-15T08:00:47Z,0.435
2026-03-15T09:00:57Z,0.435
2026-03-15T10:00:49Z,0.435
2026-03-15T11:00:37Z,0.435
2026-03-15T13:00:55Z,0.435
2026-03-15T14:00:52Z,0.435
2026-03-15T16:00:40Z,0.435
2026-03-15T19:00:50Z,0.44
2026-03-15T20:00:44Z,0.44
2026-03-15T21:00:59Z,0.44
2026-03-15T22:00:53Z,0.435
2026-03-15T23:00:43Z,0.435
2026-03-16T01:00:35Z,0.435
2026-03-16T02:00:36Z,0.435
2026-03-16T03:00:53Z,0.435
2026-03-16T04:00:45Z,0.435
2026-03-16T05:00:35Z,0.435
2026-03-16T07:00:34Z,0.435
2026-03-16T08:00:36Z,0.435
2026-03-16T09:00:41Z,0.435
2026-03-16T10:00:37Z,0.435
2026-03-16T11:00:34Z,0.435
2026-03-16T12:00:42Z,0.435
2026-03-16T13:00:39Z,0.435
2026-03-16T14:00:49Z,0.435
2026-03-16T15:00:44Z,0.435
2026-03-16T16:00:38Z,0.43
2026-03-16T17:00:38Z,0.43
2026-03-16T18:00:43Z,0.43
2026-03-16T19:00:43Z,0.43
2026-03-16T20:00:38Z,0.43
2026-03-16T21:00:57Z,0.43
2026-03-16T22:00:40Z,0.425
2026-03-16T23:00:41Z,0.425
2026-03-17T00:00:49Z,0.425
2026-03-17T01:00:41Z,0.435
2026-03-17T02:00:42Z,0.43
2026-03-17T03:00:46Z,0.43
2026-03-17T04:00:46Z,0.425
2026-03-17T05:00:56Z,0.43
2026-03-17T06:00:46Z,0.425
2026-03-17T07:00:55Z,0.42
2026-03-17T08:00:46Z,0.425
2026-03-17T09:00:51Z,0.425
2026-03-17T10:00:55Z,0.425
2026-03-17T11:00:41Z,0.43
2026-03-17T12:00:53Z,0.43
2026-03-17T13:00:43Z,0.43
2026-03-17T14:00:47Z,0.43
2026-03-17T15:00:55Z,0.43
2026-03-17T16:00:44Z,0.435
2026-03-17T17:00:45Z,0.44
2026-03-17T18:00:52Z,0.28
2026-03-17T19:00:46Z,0.9995
2026-03-17T20:00:47Z,0.9995
2026-03-17T21:00:54Z,0.9995
